payment_id,loan_id,payment_date,amount_due,amount_paid,payment_status,days_overdue
42932,30098,2025-09-25,69.41,69.41,Paid,0
42933,30098,2025-10-25,69.41,0,Missed,51
42934,30098,2025-11-24,69.41,69.41,Paid,0
42935,30098,2025-12-22,69.41,54.35,Partial,34
42936,30098,2026-01-20,69.41,69.41,Paid,0
42937,30098,2026-02-21,69.41,69.41,Paid,0
42938,30098,2026-03-25,69.41,19.25,Partial,26
42939,30098,2026-04-24,69.41,69.41,Paid,0
42940,30098,2026-05-22,69.41,69.41,Paid,0
42941,30099,2024-01-06,356.63,356.63,Paid,0
42942,30099,2024-02-03,356.63,356.63,Paid,0
42943,30099,2024-03-06,356.63,356.63,Paid,0
42944,30099,2024-04-05,356.63,356.63,Paid,0
42945,30099,2024-05-01,356.63,356.63,Paid,0
42946,30099,2024-06-03,356.63,356.63,Paid,0
42947,30099,2024-06-29,356.63,356.63,Paid,0
42948,30099,2024-07-30,356.63,356.63,Paid,0
42949,30099,2024-08-28,356.63,356.63,Paid,0
42950,30099,2024-09-30,356.63,356.63,Paid,0
42951,30099,2024-10-29,356.63,356.63,Paid,0
42952,30099,2024-12-01,356.63,356.63,Paid,0
42953,30099,2024-12-29,356.63,356.63,Paid,0
42954,30099,2025-01-26,356.63,356.63,Paid,0
42955,30099,2025-02-27,356.63,356.63,Paid,0
42956,30099,2025-03-27,356.63,356.63,Paid,0
42957,30099,2025-04-25,356.63,356.63,Paid,0
42958,30099,2025-05-29,356.63,356.63,Paid,0
42959,30099,2025-06-29,356.63,356.63,Paid,0
42960,30099,2025-07-24,356.63,356.63,Paid,0
42961,30099,2025-08-23,356.63,356.63,Paid,0
42962,30099,2025-09-25,356.63,356.63,Paid,0
42963,30099,2025-10-23,356.63,356.63,Paid,0
42964,30099,2025-11-21,356.63,0,Missed,52
42965,30099,2025-12-24,356.63,356.63,Paid,0
42966,30099,2026-01-22,356.63,356.63,Paid,0
42967,30099,2026-02-22,356.63,356.63,Paid,0
42968,30099,2026-03-22,356.63,356.63,Paid,0
42969,30099,2026-04-25,356.63,356.63,Paid,0
42970,30099,2026-05-22,356.63,356.63,Paid,0
42971,30100,2024-01-01,3032.09,3032.09,Paid,0
42972,30100,2024-02-02,3032.09,3032.09,Paid,0
42973,30100,2024-03-03,3032.09,3032.09,Paid,0
42974,30100,2024-04-03,3032.09,3032.09,Paid,0
42975,30100,2024-05-04,3032.09,3032.09,Paid,0
42976,30100,2024-06-01,3032.09,3032.09,Paid,0
42977,30100,2024-06-29,3032.09,3032.09,Paid,0
42978,30100,2024-08-01,3032.09,3032.09,Paid,0
42979,30100,2024-08-30,3032.09,3032.09,Paid,0
42980,30100,2024-09-29,3032.09,1482.62,Partial,37
42981,30100,2024-11-01,3032.09,3032.09,Paid,0
42982,30100,2024-12-01,3032.09,3032.09,Paid,0
42983,30100,2024-12-31,3032.09,3032.09,Paid,0
42984,30100,2025-01-25,3032.09,3032.09,Paid,0
42985,30100,2025-02-28,3032.09,3032.09,Paid,0
42986,30100,2025-03-31,3032.09,3032.09,Paid,0
42987,30100,2025-04-29,3032.09,3032.09,Paid,0
42988,30100,2025-05-30,3032.09,0,Missed,63
42989,30100,2025-06-29,3032.09,3032.09,Paid,0
42990,30100,2025-07-29,3032.09,3032.09,Paid,0
42991,30100,2025-08-23,3032.09,3032.09,Paid,0
42992,30100,2025-09-25,3032.09,1515.04,Partial,23
42993,30100,2025-10-22,3032.09,3032.09,Paid,0
42994,30100,2025-11-26,3032.09,3032.09,Paid,0
42995,30100,2025-12-25,3032.09,3032.09,Paid,0
42996,30100,2026-01-23,3032.09,2166.0,Partial,43
42997,30100,2026-02-22,3032.09,3032.09,Paid,0
42998,30100,2026-03-25,3032.09,3032.09,Paid,0
42999,30100,2026-04-21,3032.09,3032.09,Paid,0
43000,30100,2026-05-21,3032.09,3032.09,Paid,0
43001,30101,2024-01-05,1175.79,1175.79,Paid,0
43002,30101,2024-02-04,1175.79,1175.79,Paid,0
43003,30101,2024-03-03,1175.79,1175.79,Paid,0
43004,30101,2024-04-01,1175.79,0,Missed,39
43005,30101,2024-04-30,1175.79,1175.79,Paid,0
43006,30101,2024-06-01,1175.79,1175.79,Paid,0
43007,30101,2024-07-01,1175.79,1175.79,Paid,0
43008,30101,2024-07-29,1175.79,1175.79,Paid,0
43009,30101,2024-09-02,1175.79,0,Missed,29
43010,30101,2024-09-30,1175.79,1175.79,Paid,0
43011,30101,2024-10-31,1175.79,1175.79,Paid,0
43012,30101,2024-11-28,1175.79,1175.79,Paid,0
43013,30101,2024-12-27,1175.79,1175.79,Paid,0
43014,30101,2025-01-27,1175.79,1175.79,Paid,0
43015,30101,2025-02-28,1175.79,1175.79,Paid,0
43016,30101,2025-03-29,1175.79,1175.79,Paid,0
43017,30101,2025-04-30,1175.79,1175.79,Paid,0
43018,30101,2025-05-28,1175.79,1175.79,Paid,0
43019,30101,2025-06-29,1175.79,1175.79,Paid,0
43020,30101,2025-07-24,1175.79,0,Missed,54
43021,30101,2025-08-23,1175.79,1175.79,Paid,0
43022,30101,2025-09-22,1175.79,1175.79,Paid,0
43023,30101,2025-10-25,1175.79,1175.79,Paid,0
43024,30101,2025-11-26,1175.79,1175.79,Paid,0
43025,30101,2025-12-25,1175.79,1175.79,Paid,0
43026,30101,2026-01-23,1175.79,1175.79,Paid,0
43027,30101,2026-02-19,1175.79,1175.79,Paid,0
43028,30101,2026-03-24,1175.79,1175.79,Paid,0
43029,30101,2026-04-23,1175.79,1175.79,Paid,0
43030,30101,2026-05-20,1175.79,1175.79,Paid,0
43031,30102,2024-01-04,1052.33,0,Missed,25
43032,30102,2024-02-03,1052.33,1052.33,Paid,0
43033,30102,2024-03-06,1052.33,1052.33,Paid,0
43034,30102,2024-04-05,1052.33,1052.33,Paid,0
43035,30102,2024-05-02,1052.33,1052.33,Paid,0
43036,30102,2024-06-03,1052.33,1052.33,Paid,0
43037,30102,2024-07-04,1052.33,1052.33,Paid,0
43038,30102,2024-08-01,1052.33,1052.33,Paid,0
43039,30102,2024-08-28,1052.33,472.22,Partial,3
43040,30102,2024-09-27,1052.33,1052.33,Paid,0
43041,30102,2024-10-29,1052.33,1052.33,Paid,0
43042,30102,2024-11-30,1052.33,1052.33,Paid,0
43043,30102,2024-12-30,1052.33,1052.33,Paid,0
43044,30102,2025-01-26,1052.33,0,Missed,30
43045,30102,2025-02-25,1052.33,1052.33,Paid,0
43046,30102,2025-03-29,1052.33,1052.33,Paid,0
43047,30102,2025-04-30,1052.33,1052.33,Paid,0
43048,30102,2025-05-25,1052.33,1052.33,Paid,0
43049,30102,2025-06-28,1052.33,1052.33,Paid,0
43050,30102,2025-07-29,1052.33,1052.33,Paid,0
43051,30102,2025-08-28,1052.33,1052.33,Paid,0
43052,30102,2025-09-24,1052.33,1052.33,Paid,0
43053,30102,2025-10-25,1052.33,1052.33,Paid,0
43054,30102,2025-11-26,1052.33,1052.33,Paid,0
43055,30102,2025-12-25,1052.33,1052.33,Paid,0
43056,30102,2026-01-24,1052.33,1052.33,Paid,0
43057,30102,2026-02-24,1052.33,739.16,Partial,13
43058,30102,2026-03-23,1052.33,1052.33,Paid,0
43059,30102,2026-04-20,1052.33,1052.33,Paid,0
43060,30102,2026-05-20,1052.33,1052.33,Paid,0
43061,30103,2024-01-05,157.55,157.55,Paid,0
43062,30103,2024-02-04,157.55,157.55,Paid,0
43063,30103,2024-03-01,157.55,157.55,Paid,0
43064,30103,2024-03-31,157.55,157.55,Paid,0
43065,30103,2024-05-01,157.55,0,Missed,43
43066,30103,2024-06-04,157.55,157.55,Paid,0
43067,30103,2024-06-30,157.55,157.55,Paid,0
43068,30103,2024-07-30,157.55,157.55,Paid,0
43069,30103,2024-09-01,157.55,157.55,Paid,0
43070,30103,2024-10-02,157.55,157.55,Paid,0
43071,30103,2024-10-30,157.55,157.55,Paid,0
43072,30103,2024-12-01,157.55,157.55,Paid,0
43073,30103,2024-12-26,157.55,90.82,Partial,43
43074,30103,2025-01-29,157.55,157.55,Paid,0
43075,30103,2025-02-24,157.55,157.55,Paid,0
43076,30103,2025-03-30,157.55,157.55,Paid,0
43077,30103,2025-04-26,157.55,157.55,Paid,0
43078,30103,2025-05-26,157.55,157.55,Paid,0
43079,30103,2025-06-27,157.55,157.55,Paid,0
43080,30103,2025-07-25,157.55,157.55,Paid,0
43081,30103,2025-08-26,157.55,157.55,Paid,0
43082,30103,2025-09-25,157.55,157.55,Paid,0
43083,30103,2025-10-27,157.55,157.55,Paid,0
43084,30103,2025-11-26,157.55,157.55,Paid,0
43085,30103,2025-12-23,157.55,157.55,Paid,0
43086,30103,2026-01-23,157.55,157.55,Paid,0
43087,30103,2026-02-20,157.55,157.55,Paid,0
43088,30103,2026-03-22,157.55,157.55,Paid,0
43089,30103,2026-04-25,157.55,157.55,Paid,0
43090,30103,2026-05-20,157.55,157.55,Paid,0
43091,30104,2024-01-03,2132.74,0,Missed,33
43092,30104,2024-02-04,2132.74,2132.74,Paid,0
43093,30104,2024-03-01,2132.74,2132.74,Paid,0
43094,30104,2024-04-05,2132.74,2132.74,Paid,0
43095,30104,2024-04-30,2132.74,2132.74,Paid,0
43096,30104,2024-05-30,2132.74,2132.74,Paid,0
43097,30104,2024-07-03,2132.74,2132.74,Paid,0
43098,30104,2024-07-30,2132.74,2132.74,Paid,0
43099,30104,2024-08-30,2132.74,2132.74,Paid,0
43100,30104,2024-09-28,2132.74,2132.74,Paid,0
43101,30104,2024-10-28,2132.74,2132.74,Paid,0
43102,30104,2024-12-01,2132.74,2132.74,Paid,0
43103,30104,2024-12-27,2132.74,2132.74,Paid,0
43104,30104,2025-01-28,2132.74,2132.74,Paid,0
43105,30104,2025-02-24,2132.74,2132.74,Paid,0
43106,30104,2025-03-30,2132.74,2132.74,Paid,0
43107,30104,2025-04-28,2132.74,2132.74,Paid,0
43108,30104,2025-05-28,2132.74,2132.74,Paid,0
43109,30104,2025-06-27,2132.74,746.58,Partial,15
43110,30104,2025-07-29,2132.74,2132.74,Paid,0
43111,30104,2025-08-28,2132.74,2132.74,Paid,0
43112,30104,2025-09-25,2132.74,2132.74,Paid,0
43113,30104,2025-10-26,2132.74,2132.74,Paid,0
43114,30104,2025-11-22,2132.74,0,Missed,34
43115,30104,2025-12-24,2132.74,968.78,Partial,50
43116,30104,2026-01-22,2132.74,2132.74,Paid,0
43117,30104,2026-02-23,2132.74,2132.74,Paid,0
43118,30104,2026-03-24,2132.74,2132.74,Paid,0
43119,30104,2026-04-24,2132.74,2132.74,Paid,0
43120,30104,2026-05-25,2132.74,2132.74,Paid,0
43121,30105,2024-01-04,357.91,357.91,Paid,0
43122,30105,2024-01-31,357.91,0,Missed,19
43123,30105,2024-03-05,357.91,357.91,Paid,0
43124,30105,2024-04-04,357.91,357.91,Paid,0
43125,30105,2024-05-05,357.91,0,Missed,36
43126,30105,2024-06-01,357.91,357.91,Paid,0
43127,30105,2024-06-29,357.91,357.91,Paid,0
43128,30105,2024-07-31,357.91,357.91,Paid,0
43129,30105,2024-08-29,357.91,357.91,Paid,0
43130,30105,2024-09-27,357.91,357.91,Paid,0
43131,30105,2024-10-29,357.91,357.91,Paid,0
43132,30105,2024-11-28,357.91,357.91,Paid,0
43133,30105,2024-12-28,357.91,357.91,Paid,0
43134,30105,2025-01-30,357.91,357.91,Paid,0
43135,30105,2025-02-27,357.91,357.91,Paid,0
43136,30105,2025-03-28,357.91,192.19,Partial,27
43137,30105,2025-04-27,357.91,357.91,Paid,0
43138,30105,2025-05-29,357.91,357.91,Paid,0
43139,30105,2025-06-28,357.91,357.91,Paid,0
43140,30105,2025-07-28,357.91,244.97,Partial,45
43141,30105,2025-08-23,357.91,357.91,Paid,0
43142,30105,2025-09-27,357.91,357.91,Paid,0
43143,30105,2025-10-25,357.91,357.91,Paid,0
43144,30105,2025-11-23,357.91,357.91,Paid,0
43145,30105,2025-12-21,357.91,357.91,Paid,0
43146,30105,2026-01-23,357.91,357.91,Paid,0
43147,30105,2026-02-21,357.91,357.91,Paid,0
43148,30105,2026-03-21,357.91,357.91,Paid,0
43149,30105,2026-04-24,357.91,357.91,Paid,0
43150,30105,2026-05-23,357.91,357.91,Paid,0
43151,30106,2024-01-01,2706.55,2706.55,Paid,0
43152,30106,2024-02-05,2706.55,2706.55,Paid,0
43153,30106,2024-03-05,2706.55,0,Missed,61
43154,30106,2024-04-03,2706.55,2706.55,Paid,0
43155,30106,2024-05-03,2706.55,2706.55,Paid,0
43156,30106,2024-06-03,2706.55,604.84,Partial,44
43157,30106,2024-06-29,2706.55,2706.55,Paid,0
43158,30106,2024-07-29,2706.55,2706.55,Paid,0
43159,30106,2024-08-31,2706.55,2706.55,Paid,0
43160,30106,2024-09-29,2706.55,2706.55,Paid,0
43161,30106,2024-10-29,2706.55,2706.55,Paid,0
43162,30106,2024-11-30,2706.55,2706.55,Paid,0
43163,30106,2024-12-29,2706.55,2706.55,Paid,0
43164,30106,2025-01-28,2706.55,2706.55,Paid,0
43165,30106,2025-02-27,2706.55,2706.55,Paid,0
43166,30106,2025-03-31,2706.55,0,Missed,10
43167,30106,2025-04-27,2706.55,708.16,Partial,17
43168,30106,2025-05-25,2706.55,2706.55,Paid,0
43169,30106,2025-06-25,2706.55,2706.55,Paid,0
43170,30106,2025-07-26,2706.55,2706.55,Paid,0
43171,30106,2025-08-28,2706.55,2706.55,Paid,0
43172,30106,2025-09-23,2706.55,2706.55,Paid,0
43173,30106,2025-10-27,2706.55,1140.34,Partial,60
43174,30106,2025-11-25,2706.55,0,Missed,62
43175,30106,2025-12-26,2706.55,2706.55,Paid,0
43176,30106,2026-01-22,2706.55,611.26,Partial,6
43177,30106,2026-02-21,2706.55,2706.55,Paid,0
43178,30106,2026-03-23,2706.55,2706.55,Paid,0
43179,30106,2026-04-23,2706.55,2706.55,Paid,0
43180,30106,2026-05-21,2706.55,1488.8,Partial,10
43181,30107,2024-01-02,1090.06,1090.06,Paid,0
43182,30107,2024-02-01,1090.06,1090.06,Paid,0
43183,30107,2024-03-04,1090.06,1090.06,Paid,0
43184,30107,2024-04-05,1090.06,1090.06,Paid,0
43185,30107,2024-05-04,1090.06,1090.06,Paid,0
43186,30107,2024-06-02,1090.06,1090.06,Paid,0
43187,30107,2024-07-01,1090.06,1090.06,Paid,0
43188,30107,2024-08-03,1090.06,1090.06,Paid,0
43189,30107,2024-08-28,1090.06,1090.06,Paid,0
43190,30107,2024-09-29,1090.06,1090.06,Paid,0
43191,30107,2024-10-29,1090.06,1090.06,Paid,0
43192,30107,2024-11-27,1090.06,1090.06,Paid,0
43193,30107,2024-12-31,1090.06,1090.06,Paid,0
43194,30107,2025-01-30,1090.06,1090.06,Paid,0
43195,30107,2025-02-27,1090.06,1090.06,Paid,0
43196,30107,2025-03-26,1090.06,1090.06,Paid,0
43197,30107,2025-04-28,1090.06,1090.06,Paid,0
43198,30107,2025-05-26,1090.06,1090.06,Paid,0
43199,30107,2025-06-26,1090.06,1090.06,Paid,0
43200,30107,2025-07-28,1090.06,1090.06,Paid,0
43201,30107,2025-08-27,1090.06,1090.06,Paid,0
43202,30107,2025-09-24,1090.06,1090.06,Paid,0
43203,30107,2025-10-27,1090.06,1090.06,Paid,0
43204,30107,2025-11-25,1090.06,1090.06,Paid,0
43205,30107,2025-12-22,1090.06,1090.06,Paid,0
43206,30107,2026-01-22,1090.06,1090.06,Paid,0
43207,30107,2026-02-22,1090.06,1090.06,Paid,0
43208,30107,2026-03-25,1090.06,1090.06,Paid,0
43209,30107,2026-04-23,1090.06,1090.06,Paid,0
43210,30107,2026-05-22,1090.06,1090.06,Paid,0
43211,30108,2024-01-06,269.91,269.91,Paid,0
43212,30108,2024-02-04,269.91,269.91,Paid,0
43213,30108,2024-03-02,269.91,269.91,Paid,0
43214,30108,2024-03-31,269.91,269.91,Paid,0
43215,30108,2024-05-01,269.91,269.91,Paid,0
43216,30108,2024-06-02,269.91,269.91,Paid,0
43217,30108,2024-06-29,269.91,269.91,Paid,0
43218,30108,2024-08-02,269.91,269.91,Paid,0
43219,30108,2024-08-30,269.91,269.91,Paid,0
43220,30108,2024-10-01,269.91,269.91,Paid,0
43221,30108,2024-10-30,269.91,269.91,Paid,0
43222,30108,2024-11-29,269.91,269.91,Paid,0
43223,30108,2024-12-30,269.91,269.91,Paid,0
43224,30108,2025-01-28,269.91,269.91,Paid,0
43225,30108,2025-02-24,269.91,269.91,Paid,0
43226,30108,2025-03-29,269.91,269.91,Paid,0
43227,30108,2025-04-28,269.91,269.91,Paid,0
43228,30108,2025-05-26,269.91,269.91,Paid,0
43229,30108,2025-06-28,269.91,269.91,Paid,0
43230,30108,2025-07-28,269.91,269.91,Paid,0
43231,30108,2025-08-26,269.91,269.91,Paid,0
43232,30108,2025-09-22,269.91,269.91,Paid,0
43233,30108,2025-10-22,269.91,269.91,Paid,0
43234,30108,2025-11-21,269.91,147.14,Partial,18
43235,30108,2025-12-21,269.91,269.91,Paid,0
43236,30108,2026-01-22,269.91,269.91,Paid,0
43237,30108,2026-02-23,269.91,269.91,Paid,0
43238,30108,2026-03-24,269.91,269.91,Paid,0
43239,30108,2026-04-20,269.91,269.91,Paid,0
43240,30108,2026-05-25,269.91,269.91,Paid,0
43241,30109,2024-01-02,188.32,188.32,Paid,0
43242,30109,2024-02-01,188.32,188.32,Paid,0
43243,30109,2024-03-03,188.32,188.32,Paid,0
43244,30109,2024-04-02,188.32,188.32,Paid,0
43245,30109,2024-04-30,188.32,188.32,Paid,0
43246,30109,2024-06-04,188.32,188.32,Paid,0
43247,30109,2024-07-04,188.32,188.32,Paid,0
43248,30109,2024-08-03,188.32,188.32,Paid,0
43249,30109,2024-08-30,188.32,188.32,Paid,0
43250,30109,2024-09-28,188.32,188.32,Paid,0
43251,30109,2024-10-30,188.32,188.32,Paid,0
43252,30109,2024-11-26,188.32,188.32,Paid,0
43253,30109,2024-12-29,188.32,188.32,Paid,0
43254,30109,2025-01-26,188.32,0,Missed,59
43255,30109,2025-02-24,188.32,188.32,Paid,0
43256,30109,2025-03-26,188.32,188.32,Paid,0
43257,30109,2025-04-28,188.32,188.32,Paid,0
43258,30109,2025-05-28,188.32,188.32,Paid,0
43259,30109,2025-06-27,188.32,188.32,Paid,0
43260,30109,2025-07-24,188.32,188.32,Paid,0
43261,30109,2025-08-25,188.32,188.32,Paid,0
43262,30109,2025-09-26,188.32,188.32,Paid,0
43263,30109,2025-10-23,188.32,188.32,Paid,0
43264,30109,2025-11-21,188.32,188.32,Paid,0
43265,30109,2025-12-26,188.32,188.32,Paid,0
43266,30109,2026-01-23,188.32,188.32,Paid,0
43267,30109,2026-02-23,188.32,188.32,Paid,0
43268,30109,2026-03-24,188.32,188.32,Paid,0
43269,30109,2026-04-23,188.32,188.32,Paid,0
43270,30109,2026-05-22,188.32,188.32,Paid,0
43271,30110,2024-01-03,3376.63,2244.5,Partial,57
43272,30110,2024-02-04,3376.63,3376.63,Paid,0
43273,30110,2024-03-03,3376.63,3376.63,Paid,0
43274,30110,2024-04-05,3376.63,3376.63,Paid,0
43275,30110,2024-05-01,3376.63,0,Missed,57
43276,30110,2024-05-31,3376.63,3376.63,Paid,0
43277,30110,2024-06-30,3376.63,3376.63,Paid,0
43278,30110,2024-07-29,3376.63,3376.63,Paid,0
43279,30110,2024-09-02,3376.63,3376.63,Paid,0
43280,30110,2024-09-30,3376.63,3376.63,Paid,0
43281,30110,2024-11-01,3376.63,3376.63,Paid,0
43282,30110,2024-11-29,3376.63,3376.63,Paid,0
43283,30110,2024-12-28,3376.63,3376.63,Paid,0
43284,30110,2025-01-30,3376.63,3376.63,Paid,0
43285,30110,2025-02-27,3376.63,0,Missed,59
43286,30110,2025-03-30,3376.63,3376.63,Paid,0
43287,30110,2025-04-30,3376.63,3376.63,Paid,0
43288,30110,2025-05-27,3376.63,3376.63,Paid,0
43289,30110,2025-06-27,3376.63,1235.0,Partial,15
43290,30110,2025-07-24,3376.63,3376.63,Paid,0
43291,30110,2025-08-28,3376.63,3376.63,Paid,0
43292,30110,2025-09-26,3376.63,3376.63,Paid,0
43293,30110,2025-10-25,3376.63,3376.63,Paid,0
43294,30110,2025-11-23,3376.63,3376.63,Paid,0
43295,30110,2025-12-21,3376.63,3376.63,Paid,0
43296,30110,2026-01-25,3376.63,3376.63,Paid,0
43297,30110,2026-02-24,3376.63,3376.63,Paid,0
43298,30110,2026-03-23,3376.63,3376.63,Paid,0
43299,30110,2026-04-25,3376.63,3376.63,Paid,0
43300,30110,2026-05-23,3376.63,3376.63,Paid,0
43301,30111,2024-01-03,185.27,185.27,Paid,0
43302,30111,2024-01-31,185.27,185.27,Paid,0
43303,30111,2024-03-05,185.27,185.27,Paid,0
43304,30111,2024-04-03,185.27,185.27,Paid,0
43305,30111,2024-05-03,185.27,185.27,Paid,0
43306,30111,2024-05-30,185.27,185.27,Paid,0
43307,30111,2024-06-30,185.27,185.27,Paid,0
43308,30111,2024-07-31,185.27,185.27,Paid,0
43309,30111,2024-09-01,185.27,185.27,Paid,0
43310,30111,2024-10-01,185.27,185.27,Paid,0
43311,30111,2024-10-27,185.27,185.27,Paid,0
43312,30111,2024-11-27,185.27,0,Missed,15
43313,30111,2024-12-29,185.27,185.27,Paid,0
43314,30111,2025-01-25,185.27,185.27,Paid,0
43315,30111,2025-02-24,185.27,185.27,Paid,0
43316,30111,2025-03-28,185.27,185.27,Paid,0
43317,30111,2025-04-30,185.27,185.27,Paid,0
43318,30111,2025-05-28,185.27,185.27,Paid,0
43319,30111,2025-06-24,185.27,139.34,Partial,41
43320,30111,2025-07-26,185.27,185.27,Paid,0
43321,30111,2025-08-26,185.27,185.27,Paid,0
43322,30111,2025-09-24,185.27,185.27,Paid,0
43323,30111,2025-10-23,185.27,185.27,Paid,0
43324,30111,2025-11-22,185.27,185.27,Paid,0
43325,30111,2025-12-24,185.27,185.27,Paid,0
43326,30111,2026-01-22,185.27,185.27,Paid,0
43327,30111,2026-02-21,185.27,185.27,Paid,0
43328,30111,2026-03-26,185.27,185.27,Paid,0
43329,30111,2026-04-21,185.27,185.27,Paid,0
43330,30111,2026-05-23,185.27,185.27,Paid,0
43331,30112,2024-01-05,447.59,447.59,Paid,0
43332,30112,2024-02-02,447.59,447.59,Paid,0
43333,30112,2024-03-06,447.59,447.59,Paid,0
43334,30112,2024-04-03,447.59,447.59,Paid,0
43335,30112,2024-05-03,447.59,447.59,Paid,0
43336,30112,2024-06-02,447.59,447.59,Paid,0
43337,30112,2024-07-03,447.59,447.59,Paid,0
43338,30112,2024-08-01,447.59,447.59,Paid,0
43339,30112,2024-08-29,447.59,447.59,Paid,0
43340,30112,2024-09-29,447.59,447.59,Paid,0
43341,30112,2024-10-31,447.59,447.59,Paid,0
43342,30112,2024-11-27,447.59,447.59,Paid,0
43343,30112,2024-12-30,447.59,447.59,Paid,0
43344,30112,2025-01-25,447.59,447.59,Paid,0
43345,30112,2025-02-27,447.59,447.59,Paid,0
43346,30112,2025-03-31,447.59,447.59,Paid,0
43347,30112,2025-04-29,447.59,447.59,Paid,0
43348,30112,2025-05-25,447.59,447.59,Paid,0
43349,30112,2025-06-26,447.59,447.59,Paid,0
43350,30112,2025-07-29,447.59,447.59,Paid,0
43351,30112,2025-08-27,447.59,447.59,Paid,0
43352,30112,2025-09-24,447.59,447.59,Paid,0
43353,30112,2025-10-27,447.59,447.59,Paid,0
43354,30112,2025-11-21,447.59,447.59,Paid,0
43355,30112,2025-12-25,447.59,447.59,Paid,0
43356,30112,2026-01-25,447.59,447.59,Paid,0
43357,30112,2026-02-24,447.59,447.59,Paid,0
43358,30112,2026-03-22,447.59,447.59,Paid,0
43359,30112,2026-04-23,447.59,447.59,Paid,0
43360,30112,2026-05-25,447.59,447.59,Paid,0
43361,30113,2024-01-02,2075.28,2075.28,Paid,0
43362,30113,2024-02-02,2075.28,2075.28,Paid,0
43363,30113,2024-03-01,2075.28,2075.28,Paid,0
43364,30113,2024-04-04,2075.28,2075.28,Paid,0
43365,30113,2024-04-30,2075.28,2075.28,Paid,0
43366,30113,2024-05-31,2075.28,2075.28,Paid,0
43367,30113,2024-06-29,2075.28,2075.28,Paid,0
43368,30113,2024-07-30,2075.28,2075.28,Paid,0
43369,30113,2024-08-31,2075.28,2075.28,Paid,0
43370,30113,2024-10-01,2075.28,2075.28,Paid,0
43371,30113,2024-10-27,2075.28,788.51,Partial,33
43372,30113,2024-11-27,2075.28,2075.28,Paid,0
43373,30113,2024-12-30,2075.28,2075.28,Paid,0
43374,30113,2025-01-29,2075.28,2075.28,Paid,0
43375,30113,2025-03-01,2075.28,2075.28,Paid,0
43376,30113,2025-03-29,2075.28,2075.28,Paid,0
43377,30113,2025-04-25,2075.28,2075.28,Paid,0
43378,30113,2025-05-30,2075.28,2075.28,Paid,0
43379,30113,2025-06-25,2075.28,2075.28,Paid,0
43380,30113,2025-07-29,2075.28,2075.28,Paid,0
43381,30113,2025-08-26,2075.28,2075.28,Paid,0
43382,30113,2025-09-24,2075.28,2075.28,Paid,0
43383,30113,2025-10-26,2075.28,2075.28,Paid,0
43384,30113,2025-11-26,2075.28,2075.28,Paid,0
43385,30113,2025-12-24,2075.28,2075.28,Paid,0
43386,30113,2026-01-20,2075.28,2075.28,Paid,0
43387,30113,2026-02-22,2075.28,2075.28,Paid,0
43388,30113,2026-03-23,2075.28,2075.28,Paid,0
43389,30113,2026-04-24,2075.28,2075.28,Paid,0
43390,30113,2026-05-24,2075.28,2075.28,Paid,0
43391,30114,2024-01-06,523.18,523.18,Paid,0
43392,30114,2024-02-05,523.18,523.18,Paid,0
43393,30114,2024-03-01,523.18,215.99,Partial,11
43394,30114,2024-04-03,523.18,248.52,Partial,3
43395,30114,2024-05-01,523.18,523.18,Paid,0
43396,30114,2024-06-03,523.18,523.18,Paid,0
43397,30114,2024-07-04,523.18,523.18,Paid,0
43398,30114,2024-08-02,523.18,523.18,Paid,0
43399,30114,2024-09-02,523.18,523.18,Paid,0
43400,30114,2024-10-02,523.18,523.18,Paid,0
43401,30114,2024-10-29,523.18,523.18,Paid,0
43402,30114,2024-11-27,523.18,523.18,Paid,0
43403,30114,2024-12-31,523.18,523.18,Paid,0
43404,30114,2025-01-28,523.18,523.18,Paid,0
43405,30114,2025-03-01,523.18,523.18,Paid,0
43406,30114,2025-03-29,523.18,523.18,Paid,0
43407,30114,2025-04-26,523.18,523.18,Paid,0
43408,30114,2025-05-29,523.18,523.18,Paid,0
43409,30114,2025-06-28,523.18,523.18,Paid,0
43410,30114,2025-07-29,523.18,523.18,Paid,0
43411,30114,2025-08-27,523.18,523.18,Paid,0
43412,30114,2025-09-26,523.18,523.18,Paid,0
43413,30114,2025-10-22,523.18,523.18,Paid,0
43414,30114,2025-11-26,523.18,523.18,Paid,0
43415,30114,2025-12-21,523.18,523.18,Paid,0
43416,30114,2026-01-23,523.18,254.19,Partial,51
43417,30114,2026-02-20,523.18,0,Missed,54
43418,30114,2026-03-26,523.18,523.18,Paid,0
43419,30114,2026-04-20,523.18,159.26,Partial,60
43420,30114,2026-05-23,523.18,523.18,Paid,0
43421,30115,2024-01-04,119.56,28.35,Partial,19
43422,30115,2024-01-31,119.56,119.56,Paid,0
43423,30115,2024-03-06,119.56,119.56,Paid,0
43424,30115,2024-04-02,119.56,119.56,Paid,0
43425,30115,2024-04-30,119.56,46.95,Partial,47
43426,30115,2024-06-02,119.56,119.56,Paid,0
43427,30115,2024-07-04,119.56,119.56,Paid,0
43428,30115,2024-07-30,119.56,119.56,Paid,0
43429,30115,2024-08-31,119.56,119.56,Paid,0
43430,30115,2024-09-29,119.56,119.56,Paid,0
43431,30115,2024-11-01,119.56,119.56,Paid,0
43432,30115,2024-11-30,119.56,119.56,Paid,0
