transaction_id,account_id,transaction_date,transaction_type,amount,merchant_category,country,channel
64194,20255,2026-06-11,Credit,860.27,Salary,India,Mobile
64195,20267,2026-06-21,Debit,1589.12,Travel,New Zealand,ATM
64196,20016,2026-04-16,Debit,2627.14,Utilities,New Zealand,Branch
64197,20020,2026-03-25,Debit,1700.4,Dining,Australia,Branch
64198,20145,2026-03-02,Debit,3647.82,Travel,UAE,Mobile
64199,20318,2026-01-03,Credit,433.65,Salary,India,POS
64200,20130,2026-02-09,Credit,2995.64,Retail,New Zealand,Branch
64201,20045,2026-09-04,Debit,4124.9,Retail,New Zealand,Online
64202,20253,2026-04-16,Debit,1752.35,ATM,Canada,Mobile
64203,20150,2026-04-13,Debit,2073.76,Travel,New Zealand,Branch
64204,20158,2026-03-26,Debit,3442.13,Salary,New Zealand,ATM
64205,20088,2026-02-05,Credit,1681.7,Healthcare,New Zealand,POS
64206,20023,2026-02-01,Debit,3774.83,Utilities,New Zealand,Branch
64207,20095,2026-01-01,Debit,2778.53,Fuel,New Zealand,ATM
64208,20186,2026-02-21,Credit,193.16,Transfer,New Zealand,ATM
64209,20044,2026-07-23,Credit,1382.85,Healthcare,New Zealand,Mobile
64210,20122,2026-09-09,Debit,3640.56,Utilities,India,Branch
64211,20131,2026-08-01,Debit,2702.0,Transfer,UAE,Branch
64212,20039,2026-03-03,Debit,1515.88,Fuel,New Zealand,Online
64213,20211,2026-07-30,Debit,2324.08,Salary,New Zealand,Online
64214,20044,2026-01-25,Credit,1619.12,Salary,New Zealand,Online
64215,20132,2026-05-13,Credit,280.13,Utilities,New Zealand,ATM
64216,20085,2026-06-08,Debit,3255.07,Travel,New Zealand,POS
64217,20169,2026-06-12,Credit,956.07,Healthcare,New Zealand,POS
64218,20312,2026-03-29,Debit,4451.45,Healthcare,New Zealand,Mobile
64219,20192,2026-06-28,Debit,1834.61,ATM,New Zealand,Branch
64220,20118,2026-02-23,Debit,3166.84,Healthcare,New Zealand,POS
64221,20283,2026-08-28,Debit,4151.71,Transfer,New Zealand,POS
64222,20248,2026-05-11,Debit,1673.38,Fuel,India,Mobile
64223,20059,2026-01-17,Debit,1694.23,Healthcare,New Zealand,ATM
64224,20186,2026-07-15,Debit,64.36,Retail,India,Mobile
64225,20305,2026-05-19,Debit,1074.42,Healthcare,New Zealand,ATM
64226,20198,2026-03-26,Debit,2713.98,Retail,New Zealand,POS
64227,20103,2026-07-31,Debit,1818.56,Retail,United States,ATM
64228,20213,2026-07-13,Credit,3357.12,Dining,India,POS
64229,20108,2026-06-26,Debit,1548.9,Transfer,New Zealand,Mobile
64230,20013,2026-06-09,Credit,524.6,Travel,New Zealand,Mobile
64231,20075,2026-05-27,Credit,1249.8,Salary,New Zealand,Mobile
64232,20012,2026-05-08,Credit,1058.59,Dining,Australia,POS
64233,20164,2026-03-06,Debit,2212.87,Groceries,New Zealand,Online
64234,20108,2026-07-24,Debit,3566.95,Groceries,India,POS
64235,20170,2026-09-14,Debit,4476.63,Salary,United States,POS
64236,20101,2026-05-23,Debit,3043.59,Salary,New Zealand,Branch
64237,20132,2026-04-21,Debit,1434.94,ATM,New Zealand,Mobile
64238,20307,2026-08-25,Debit,793.95,Groceries,New Zealand,ATM
64239,20313,2026-04-24,Debit,1306.28,Fuel,New Zealand,Branch
64240,20071,2026-08-23,Credit,1798.25,Retail,New Zealand,POS
64241,20053,2026-04-10,Debit,2690.47,Groceries,New Zealand,ATM
64242,20008,2026-01-08,Debit,3070.69,Salary,New Zealand,Online
64243,20048,2026-04-26,Credit,3725.56,Transfer,New Zealand,ATM
64244,20156,2026-08-23,Credit,2688.89,Utilities,New Zealand,Online
64245,20279,2026-05-26,Debit,3395.75,Travel,New Zealand,Online
64246,20017,2026-01-13,Credit,1993.5,Groceries,New Zealand,ATM
64247,20092,2026-02-08,Debit,4137.87,Groceries,New Zealand,Online
64248,20182,2026-05-28,Credit,813.85,Fuel,New Zealand,Branch
64249,20062,2026-07-05,Credit,3343.25,Groceries,New Zealand,Online
64250,20138,2026-02-03,Debit,1956.88,Salary,New Zealand,POS
64251,20030,2026-08-09,Credit,1637.03,Retail,New Zealand,POS
64252,20250,2026-04-13,Credit,4249.94,Utilities,New Zealand,Online
64253,20103,2026-04-16,Debit,2625.27,Utilities,New Zealand,Online
64254,20295,2026-08-08,Debit,853.12,Retail,New Zealand,Mobile
64255,20006,2026-06-05,Debit,117.36,Healthcare,UAE,Online
64256,20212,2026-06-14,Debit,2275.39,Travel,United Kingdom,ATM
64257,20095,2026-03-14,Debit,1996.48,ATM,New Zealand,Mobile
64258,20223,2026-07-15,Debit,683.6,Salary,UAE,POS
64259,20028,2026-03-31,Credit,1366.1,Travel,New Zealand,ATM
64260,20082,2026-04-19,Credit,2371.17,Groceries,New Zealand,Branch
64261,20176,2026-06-12,Debit,3177.61,Retail,New Zealand,Online
64262,20015,2026-01-27,Debit,255.02,Fuel,New Zealand,Mobile
64263,20247,2026-08-28,Debit,4350.33,Salary,New Zealand,Online
64264,20083,2026-03-12,Credit,1489.26,Groceries,New Zealand,POS
64265,20207,2026-09-07,Credit,1023.35,Fuel,UAE,Branch
64266,20175,2026-06-29,Debit,3975.08,Salary,United Kingdom,Mobile
64267,20279,2026-03-19,Debit,2301.19,Utilities,New Zealand,ATM
64268,20182,2026-07-21,Debit,1866.51,ATM,New Zealand,Branch
64269,20295,2026-09-16,Debit,3630.09,ATM,New Zealand,Mobile
64270,20264,2026-06-24,Credit,2749.89,Transfer,New Zealand,POS
64271,20180,2026-07-10,Debit,3586.91,Retail,New Zealand,POS
64272,20284,2026-04-17,Credit,3057.55,Transfer,Japan,POS
64273,20221,2026-09-06,Debit,1889.98,Salary,India,Branch
64274,20043,2026-03-25,Credit,3153.37,Fuel,United Kingdom,ATM
64275,20290,2026-03-29,Credit,1568.29,Retail,New Zealand,POS
64276,20171,2026-02-12,Debit,354.32,Utilities,New Zealand,Online
64277,20173,2026-03-28,Debit,1621.33,Transfer,New Zealand,Mobile
64278,20196,2026-04-18,Credit,2093.87,Retail,New Zealand,Mobile
64279,20158,2026-07-18,Debit,2085.67,Fuel,New Zealand,Branch
64280,20072,2026-09-02,Debit,1141.06,Groceries,United States,POS
64281,20078,2026-03-15,Credit,1538.45,Groceries,New Zealand,Online
64282,20176,2026-09-11,Debit,3854.58,Groceries,New Zealand,Branch
64283,20286,2026-04-30,Debit,3079.32,Transfer,New Zealand,ATM
64284,20179,2026-01-03,Credit,1066.86,Dining,New Zealand,POS
64285,20236,2026-01-31,Debit,964.58,Transfer,New Zealand,Online
64286,20063,2026-04-20,Debit,3022.82,Travel,New Zealand,ATM
64287,20089,2026-01-20,Debit,3285.15,Travel,Australia,Online
64288,20121,2026-06-08,Credit,825.3,Dining,New Zealand,Branch
64289,20124,2026-08-29,Debit,2877.75,Dining,New Zealand,POS
64290,20077,2026-02-13,Credit,1240.38,Utilities,New Zealand,ATM
64291,20066,2026-06-05,Credit,17.24,Dining,New Zealand,Branch
64292,20085,2026-08-27,Credit,1773.81,Retail,New Zealand,ATM
64293,20319,2026-05-11,Credit,4020.4,Salary,New Zealand,Branch
64294,20106,2026-08-14,Credit,3974.84,ATM,New Zealand,Branch
64295,20317,2026-06-04,Credit,3199.73,ATM,New Zealand,Online
64296,20125,2026-08-31,Credit,91.69,Transfer,New Zealand,ATM
64297,20217,2026-09-01,Debit,251.83,Groceries,Australia,Mobile
64298,20002,2026-07-09,Debit,1728.25,Transfer,New Zealand,ATM
64299,20153,2026-03-08,Credit,1793.59,Retail,New Zealand,ATM
64300,20172,2026-07-26,Debit,410.39,Fuel,New Zealand,Branch
64301,20300,2026-02-07,Debit,1388.32,Groceries,New Zealand,ATM
64302,20314,2026-02-22,Credit,3187.99,ATM,Canada,Mobile
64303,20140,2026-01-11,Debit,2547.21,Healthcare,Australia,Online
64304,20051,2026-09-16,Debit,1156.09,Transfer,New Zealand,Mobile
64305,20039,2026-05-16,Debit,3035.22,ATM,New Zealand,Mobile
64306,20277,2026-04-19,Credit,656.1,ATM,New Zealand,POS
64307,20238,2026-09-09,Debit,2547.23,Fuel,New Zealand,POS
64308,20315,2026-02-10,Debit,4377.07,Travel,New Zealand,Online
64309,20049,2026-08-15,Debit,3857.94,Salary,Singapore,POS
64310,20111,2026-03-16,Debit,411.75,Utilities,New Zealand,POS
64311,20246,2026-08-02,Credit,3305.61,Fuel,New Zealand,ATM
64312,20200,2026-07-13,Debit,1754.67,Salary,New Zealand,Online
64313,20030,2026-06-08,Debit,2656.35,Groceries,Japan,Branch
64314,20113,2026-04-09,Debit,1974.58,Groceries,New Zealand,ATM
64315,20268,2026-09-06,Debit,3074.25,Retail,New Zealand,Online
64316,20092,2026-04-01,Debit,481.35,Healthcare,New Zealand,Online
64317,20174,2026-09-17,Debit,2393.99,Utilities,New Zealand,Online
64318,20080,2026-06-17,Debit,1823.96,Dining,New Zealand,Mobile
64319,20047,2026-07-11,Debit,1742.22,Retail,New Zealand,ATM
64320,20142,2026-04-14,Credit,1552.97,Travel,New Zealand,Online
64321,20099,2026-06-09,Debit,1643.43,Utilities,New Zealand,Online
64322,20216,2026-08-09,Debit,4363.37,Groceries,New Zealand,Online
64323,20050,2026-08-04,Credit,1361.69,Healthcare,Australia,ATM
64324,20170,2026-06-03,Debit,57.99,Healthcare,New Zealand,Branch
64325,20092,2026-07-17,Debit,1893.37,Groceries,New Zealand,Branch
64326,20183,2026-01-14,Credit,1442.36,Utilities,New Zealand,ATM
64327,20283,2026-06-28,Credit,3000.11,ATM,New Zealand,Mobile
64328,20117,2026-09-09,Credit,83.3,Transfer,New Zealand,Branch
64329,20169,2026-08-14,Debit,3633.96,Transfer,New Zealand,Online
64330,20063,2026-08-04,Debit,2738.93,Retail,New Zealand,Branch
64331,20320,2026-02-13,Debit,727.76,Utilities,UAE,ATM
64332,20092,2026-02-26,Debit,3455.65,Retail,New Zealand,Branch
64333,20182,2026-09-20,Debit,3485.7,Utilities,New Zealand,POS
64334,20033,2026-01-06,Credit,3911.42,Dining,Australia,ATM
64335,20102,2026-07-05,Debit,3600.93,Utilities,New Zealand,Online
64336,20087,2026-03-23,Debit,4023.01,Travel,New Zealand,POS
64337,20073,2026-05-12,Debit,1374.09,Utilities,New Zealand,POS
64338,20305,2026-01-15,Debit,4157.74,Transfer,New Zealand,Mobile
64339,20020,2026-07-10,Debit,1641.93,Retail,New Zealand,ATM
64340,20163,2026-01-04,Debit,4491.96,Groceries,New Zealand,Branch
64341,20076,2026-04-25,Debit,373.4,Retail,New Zealand,Branch
64342,20091,2026-08-29,Debit,2718.91,Dining,New Zealand,Branch
64343,20274,2026-01-05,Debit,3692.71,Travel,New Zealand,Mobile
64344,20230,2026-07-05,Debit,3056.49,Healthcare,New Zealand,ATM
64345,20305,2026-08-26,Credit,3684.51,Transfer,New Zealand,Branch
64346,20074,2026-03-17,Credit,1251.06,Transfer,New Zealand,ATM
64347,20034,2026-05-10,Credit,562.13,Dining,New Zealand,Branch
64348,20276,2026-02-03,Credit,666.11,Healthcare,Japan,ATM
64349,20242,2026-01-27,Debit,3433.09,Dining,New Zealand,Branch
64350,20303,2026-02-21,Credit,1758.89,Retail,New Zealand,Online
64351,20198,2026-08-24,Credit,4204.94,Salary,New Zealand,POS
64352,20122,2026-03-22,Debit,2326.85,Dining,New Zealand,Mobile
64353,20166,2026-03-27,Debit,3484.76,Utilities,New Zealand,POS
64354,20135,2026-01-28,Credit,274.45,Healthcare,United Kingdom,Online
64355,20075,2026-06-22,Credit,1757.79,Travel,New Zealand,Online
64356,20123,2026-02-19,Debit,2500.45,Retail,New Zealand,Online
64357,20004,2026-05-09,Credit,528.95,Groceries,India,Branch
64358,20195,2026-04-01,Credit,3771.3,Travel,New Zealand,ATM
64359,20010,2026-06-27,Credit,24.51,Transfer,Singapore,POS
64360,20285,2026-01-11,Credit,2218.36,ATM,New Zealand,Branch
64361,20020,2026-02-06,Debit,1123.32,Transfer,New Zealand,POS
64362,20028,2026-07-27,Debit,901.37,Transfer,New Zealand,POS
64363,20294,2026-06-10,Credit,1947.99,Travel,New Zealand,Mobile
64364,20251,2026-04-22,Credit,2129.23,Dining,New Zealand,Online
64365,20001,2026-04-08,Debit,3374.66,Travel,Japan,Branch
64366,20176,2026-05-03,Debit,695.36,Retail,United Kingdom,Branch
64367,20300,2026-03-19,Debit,462.83,Retail,New Zealand,ATM
64368,20043,2026-01-03,Debit,2805.35,Transfer,New Zealand,ATM
64369,20099,2026-09-19,Debit,957.83,Dining,New Zealand,Branch
64370,20009,2026-06-23,Debit,2218.31,Healthcare,New Zealand,Branch
64371,20062,2026-02-01,Debit,2393.72,Groceries,New Zealand,ATM
64372,20203,2026-07-14,Debit,1408.93,Healthcare,Canada,ATM
64373,20083,2026-09-19,Debit,1253.05,Salary,New Zealand,ATM
64374,20135,2026-07-19,Debit,3598.98,Travel,New Zealand,Online
64375,20086,2026-04-09,Debit,3758.4,Groceries,New Zealand,Mobile
64376,20036,2026-08-31,Debit,450.18,Healthcare,New Zealand,Mobile
64377,20280,2026-09-01,Debit,851.76,Groceries,New Zealand,Mobile
64378,20088,2026-03-08,Debit,332.64,Salary,United States,Mobile
64379,20169,2026-04-17,Credit,3498.32,Groceries,New Zealand,Mobile
64380,20267,2026-09-02,Credit,4004.53,Dining,New Zealand,Online
64381,20096,2026-04-10,Credit,2174.05,Groceries,New Zealand,POS
64382,20205,2026-07-07,Credit,3430.64,Utilities,Canada,ATM
64383,20007,2026-06-29,Credit,2817.64,Salary,New Zealand,POS
64384,20260,2026-02-08,Debit,1798.94,Utilities,New Zealand,Mobile
64385,20258,2026-05-02,Debit,3834.03,Utilities,India,Branch
64386,20030,2026-03-24,Debit,2691.69,Salary,New Zealand,POS
64387,20205,2026-08-07,Credit,925.64,Dining,India,Online
64388,20227,2026-01-05,Debit,4167.15,Healthcare,New Zealand,Branch
64389,20292,2026-06-13,Credit,2431.5,Transfer,India,ATM
64390,20221,2026-01-01,Credit,4319.59,Salary,Singapore,POS
64391,20013,2026-03-26,Debit,3811.77,Retail,UAE,ATM
64392,20248,2026-09-09,Credit,1993.16,Groceries,New Zealand,POS
64393,20295,2026-01-24,Debit,1021.04,Healthcare,New Zealand,POS
64394,20070,2026-04-28,Debit,4465.43,Retail,New Zealand,Mobile
64395,20310,2026-03-19,Debit,2623.59,ATM,United Kingdom,POS
64396,20276,2026-05-21,Debit,2429.1,Dining,Australia,ATM
64397,20001,2026-03-14,Credit,1459.81,Fuel,New Zealand,Branch
64398,20179,2026-04-27,Debit,1812.82,Travel,New Zealand,Branch
64399,20022,2026-08-22,Debit,1123.04,Transfer,Australia,Mobile
64400,20104,2026-05-02,Debit,4290.36,Groceries,Singapore,POS
64401,20119,2026-03-20,Credit,3591.8,Fuel,New Zealand,POS
64402,20113,2026-07-04,Credit,2376.11,Dining,New Zealand,Branch
64403,20234,2026-05-16,Debit,4069.54,Fuel,New Zealand,POS
64404,20199,2026-08-19,Debit,3566.76,Fuel,Australia,ATM
64405,20283,2026-03-08,Debit,1625.59,Retail,New Zealand,ATM
64406,20271,2026-03-18,Debit,3766.17,Retail,New Zealand,ATM
64407,20320,2026-01-26,Credit,3814.89,Transfer,India,Mobile
64408,20123,2026-05-18,Debit,4378.95,Healthcare,New Zealand,POS
64409,20262,2026-01-26,Credit,1808.8,Travel,New Zealand,POS
64410,20118,2026-05-04,Debit,1027.89,Fuel,Singapore,Branch
64411,20186,2026-04-15,Debit,2935.31,ATM,New Zealand,Mobile
64412,20288,2026-04-04,Debit,4240.31,Utilities,New Zealand,Mobile
64413,20153,2026-03-13,Credit,2001.55,ATM,New Zealand,POS
64414,20044,2026-02-19,Credit,4330.78,Fuel,New Zealand,Branch
64415,20095,2026-05-22,Debit,1864.41,Retail,New Zealand,Mobile
64416,20276,2026-03-04,Debit,2923.48,ATM,New Zealand,POS
64417,20006,2026-05-23,Debit,1063.32,Transfer,New Zealand,Mobile
64418,20192,2026-07-17,Debit,3358.2,Salary,New Zealand,Branch
64419,20236,2026-04-19,Debit,1403.82,Salary,New Zealand,Online
64420,20100,2026-08-11,Debit,2297.21,ATM,Australia,Online
64421,20165,2026-09-09,Debit,3290.17,Groceries,Australia,Mobile
64422,20281,2026-08-23,Credit,4489.48,ATM,Australia,Mobile
64423,20276,2026-05-16,Debit,3797.38,Salary,New Zealand,Online
64424,20048,2026-03-10,Debit,2044.44,Fuel,New Zealand,ATM
64425,20182,2026-07-24,Credit,2267.55,Salary,Canada,ATM
64426,20020,2026-04-04,Credit,1051.07,ATM,New Zealand,Branch
64427,20074,2026-07-22,Credit,399.74,Salary,United States,Mobile
64428,20041,2026-01-31,Debit,2588.85,ATM,Canada,ATM
64429,20231,2026-07-01,Credit,671.19,Groceries,New Zealand,POS
64430,20024,2026-03-11,Debit,3658.26,Travel,New Zealand,ATM
64431,20294,2026-08-14,Debit,1943.73,Utilities,New Zealand,Branch
64432,20063,2026-05-20,Debit,1089.5,Retail,Japan,ATM
64433,20004,2026-08-13,Credit,928.29,Transfer,New Zealand,Online
64434,20199,2026-07-12,Debit,1603.98,Dining,New Zealand,Branch
64435,20209,2026-02-19,Credit,2127.08,Groceries,Australia,Online
64436,20193,2026-01-25,Debit,2155.42,Transfer,United States,Branch
64437,20049,2026-04-24,Credit,2352.7,Transfer,New Zealand,Mobile
64438,20093,2026-07-22,Credit,1816.23,Retail,New Zealand,Branch
64439,20246,2026-07-03,Debit,3272.4,Retail,New Zealand,Branch
64440,20296,2026-02-18,Debit,2848.0,Utilities,New Zealand,ATM
64441,20154,2026-08-14,Credit,2683.66,Fuel,New Zealand,Online
64442,20055,2026-05-01,Credit,406.27,Groceries,New Zealand,ATM
64443,20172,2026-04-24,Debit,4135.28,Dining,New Zealand,ATM
64444,20259,2026-05-29,Debit,2842.62,Groceries,New Zealand,ATM
64445,20056,2026-07-27,Credit,4170.3,Healthcare,New Zealand,ATM
64446,20121,2026-03-10,Credit,1412.18,ATM,New Zealand,ATM
64447,20142,2026-03-09,Debit,3385.74,Salary,United Kingdom,Mobile
64448,20094,2026-06-12,Credit,2086.5,Groceries,New Zealand,POS
64449,20146,2026-02-27,Credit,754.57,Dining,New Zealand,ATM
64450,20146,2026-01-28,Debit,258.01,Healthcare,New Zealand,Mobile
64451,20028,2026-01-07,Debit,4136.86,Transfer,New Zealand,Online
64452,20245,2026-01-22,Debit,2659.87,Transfer,New Zealand,Branch
64453,20160,2026-02-10,Debit,3429.35,Healthcare,New Zealand,POS
64454,20264,2026-04-25,Debit,363.05,Retail,New Zealand,Branch
64455,20040,2026-03-12,Debit,3720.37,Dining,New Zealand,Mobile
64456,20058,2026-03-27,Credit,1973.89,Utilities,New Zealand,POS
64457,20181,2026-02-02,Credit,3950.06,Salary,New Zealand,Online
64458,20254,2026-06-05,Debit,3102.57,Groceries,New Zealand,ATM
64459,20318,2026-09-18,Debit,910.53,Utilities,New Zealand,Online
64460,20170,2026-08-27,Credit,424.78,Salary,New Zealand,ATM
64461,20202,2026-08-14,Debit,2179.76,Transfer,United Kingdom,Online
64462,20023,2026-04-02,Credit,121.98,Dining,New Zealand,Branch
64463,20270,2026-03-09,Debit,331.95,Retail,New Zealand,POS
64464,20056,2026-06-20,Credit,2527.18,Utilities,Canada,Mobile
64465,20187,2026-06-24,Debit,1586.97,Healthcare,New Zealand,ATM
64466,20169,2026-01-01,Debit,1093.9,Retail,New Zealand,ATM
64467,20247,2026-01-12,Credit,2675.96,ATM,Australia,Online
64468,20207,2026-06-10,Credit,2886.18,ATM,Australia,POS
64469,20052,2026-04-08,Credit,568.4,Healthcare,New Zealand,POS
64470,20267,2026-01-01,Credit,1364.81,Dining,New Zealand,POS
64471,20162,2026-08-22,Credit,4140.89,ATM,Australia,Branch
64472,20201,2026-07-09,Debit,629.84,Fuel,New Zealand,ATM
64473,20003,2026-08-20,Debit,1333.19,Transfer,New Zealand,ATM
64474,20318,2026-03-12,Debit,357.78,Groceries,Singapore,Mobile
64475,20237,2026-05-05,Credit,3910.48,Salary,New Zealand,Mobile
64476,20075,2026-09-11,Debit,3543.28,ATM,New Zealand,Online
64477,20109,2026-08-16,Debit,1934.11,Utilities,UAE,ATM
64478,20308,2026-07-14,Credit,3390.3,Dining,New Zealand,ATM
64479,20318,2026-01-03,Debit,1314.32,Dining,Australia,Online
64480,20131,2026-01-05,Debit,4052.88,ATM,New Zealand,POS
64481,20196,2026-06-10,Debit,721.22,Travel,New Zealand,Online
64482,20060,2026-03-21,Debit,4396.54,Transfer,New Zealand,Online
64483,20040,2026-09-02,Debit,1748.75,Utilities,New Zealand,Mobile
64484,20285,2026-01-04,Debit,2736.58,Groceries,New Zealand,Branch
64485,20022,2026-08-07,Debit,1717.9,Travel,New Zealand,Online
64486,20161,2026-08-30,Debit,4440.93,Dining,New Zealand,Mobile
64487,20221,2026-08-13,Debit,612.46,Salary,United States,Online
64488,20162,2026-05-22,Debit,527.84,Dining,New Zealand,Branch
64489,20055,2026-02-01,Credit,2049.66,Fuel,New Zealand,ATM
64490,20038,2026-03-16,Debit,1633.19,Salary,India,Mobile
64491,20217,2026-06-18,Debit,2503.73,Retail,New Zealand,POS
64492,20140,2026-05-22,Debit,2531.97,Dining,New Zealand,POS
64493,20264,2026-02-27,Credit,3975.88,Retail,New Zealand,POS
64494,20152,2026-01-19,Debit,773.36,Retail,New Zealand,Branch
64495,20218,2026-04-17,Debit,3498.43,Salary,United Kingdom,ATM
64496,20259,2026-03-23,Debit,4409.11,Transfer,New Zealand,Branch
64497,20181,2026-05-04,Credit,172.24,Groceries,New Zealand,Mobile
64498,20217,2026-03-28,Credit,3341.45,Dining,New Zealand,POS
64499,20167,2026-02-14,Credit,3451.22,Utilities,New Zealand,Mobile
64500,20001,2026-02-15,Debit,278.69,Healthcare,New Zealand,POS
64501,20149,2026-03-17,Credit,305.96,Travel,New Zealand,Online
64502,20291,2026-04-12,Debit,1130.1,Transfer,New Zealand,ATM
64503,20278,2026-05-31,Debit,1650.67,Travel,New Zealand,Online
64504,20163,2026-07-25,Debit,582.18,Healthcare,New Zealand,Mobile
64505,20061,2026-05-15,Debit,551.67,Groceries,New Zealand,Mobile
64506,20285,2026-02-23,Debit,2827.49,Utilities,New Zealand,Mobile
64507,20008,2026-04-10,Credit,2543.52,Travel,New Zealand,ATM
64508,20076,2026-08-30,Debit,3868.73,Healthcare,India,Online
64509,20315,2026-08-28,Debit,3229.03,ATM,New Zealand,ATM
64510,20258,2026-02-20,Debit,3332.06,Travel,New Zealand,ATM
64511,20208,2026-01-15,Credit,525.06,Utilities,New Zealand,ATM
64512,20038,2026-05-13,Credit,741.36,Groceries,New Zealand,Mobile
64513,20023,2026-08-07,Credit,700.97,Retail,New Zealand,Branch
64514,20102,2026-01-29,Debit,4226.56,ATM,New Zealand,ATM
64515,20204,2026-03-16,Credit,3058.93,ATM,Japan,Mobile
64516,20111,2026-01-16,Debit,3637.82,Utilities,New Zealand,Mobile
64517,20105,2026-08-07,Debit,1413.93,Utilities,New Zealand,Online
64518,20257,2026-02-14,Credit,18.22,Dining,UAE,Branch
64519,20249,2026-03-23,Debit,2106.12,Travel,New Zealand,ATM
64520,20268,2026-06-18,Debit,2094.22,Travel,New Zealand,ATM
64521,20008,2026-07-25,Debit,172.62,Travel,New Zealand,POS
64522,20206,2026-07-17,Credit,3388.5,Travel,New Zealand,ATM
64523,20115,2026-08-08,Debit,1671.98,Transfer,New Zealand,Branch
64524,20158,2026-07-12,Credit,4150.68,Travel,New Zealand,Branch
64525,20189,2026-01-21,Debit,1663.76,Retail,New Zealand,Mobile
64526,20030,2026-03-13,Debit,1167.28,Fuel,New Zealand,Branch
64527,20311,2026-08-31,Credit,1796.7,Fuel,New Zealand,ATM
64528,20147,2026-06-21,Credit,3314.26,Groceries,UAE,Online
64529,20036,2026-05-31,Debit,4016.03,Salary,New Zealand,Mobile
64530,20317,2026-09-09,Debit,3858.05,Travel,New Zealand,Mobile
64531,20261,2026-01-22,Debit,2034.28,Travel,New Zealand,ATM
64532,20246,2026-05-25,Debit,2377.27,Healthcare,New Zealand,POS
64533,20128,2026-09-03,Credit,498.56,Retail,New Zealand,Mobile
64534,20090,2026-03-27,Debit,752.93,Retail,New Zealand,ATM
64535,20100,2026-04-11,Debit,2887.73,Salary,New Zealand,POS
64536,20289,2026-06-07,Credit,1154.91,Healthcare,New Zealand,ATM
64537,20221,2026-03-25,Debit,3036.82,Utilities,Australia,Online
64538,20019,2026-03-02,Debit,3374.9,Healthcare,New Zealand,Branch
64539,20022,2026-06-12,Credit,485.54,Dining,New Zealand,Branch
64540,20213,2026-04-18,Credit,1283.12,Salary,New Zealand,Online
64541,20148,2026-06-11,Debit,2873.38,Dining,New Zealand,POS
64542,20250,2026-05-17,Credit,4406.83,Salary,Australia,POS
64543,20129,2026-09-01,Debit,3385.27,ATM,New Zealand,Mobile
64544,20163,2026-06-22,Debit,1378.44,Healthcare,New Zealand,POS
64545,20036,2026-09-12,Debit,1439.91,Groceries,New Zealand,POS
64546,20135,2026-04-29,Debit,1101.6,Utilities,UAE,Mobile
64547,20281,2026-06-20,Debit,3510.22,Retail,New Zealand,POS
64548,20073,2026-08-30,Debit,2053.34,Travel,New Zealand,POS
64549,20099,2026-08-19,Debit,3436.21,Transfer,New Zealand,POS
64550,20098,2026-01-25,Debit,4485.31,Healthcare,New Zealand,Online
64551,20121,2026-05-10,Debit,3632.34,Healthcare,New Zealand,POS
64552,20100,2026-01-09,Debit,515.11,Groceries,New Zealand,Online
64553,20099,2026-05-23,Credit,1856.77,Retail,New Zealand,Branch
64554,20226,2026-03-03,Debit,3673.69,Retail,New Zealand,POS
64555,20040,2026-08-30,Debit,2783.33,Retail,New Zealand,Mobile
64556,20037,2026-02-01,Debit,1942.68,Fuel,New Zealand,POS
64557,20036,2026-05-08,Credit,225.63,Healthcare,New Zealand,ATM
64558,20028,2026-04-21,Credit,4204.87,Fuel,New Zealand,Branch
64559,20089,2026-04-24,Debit,1814.94,Fuel,New Zealand,Branch
64560,20177,2026-09-12,Debit,1679.13,Retail,New Zealand,Mobile
64561,20231,2026-09-09,Debit,23.99,ATM,New Zealand,Branch
64562,20312,2026-07-28,Debit,675.32,Groceries,New Zealand,POS
64563,20051,2026-05-06,Credit,2739.72,Utilities,New Zealand,POS
64564,20306,2026-09-01,Debit,4265.36,Salary,New Zealand,Branch
64565,20009,2026-06-21,Debit,1887.37,Retail,Australia,ATM
64566,20266,2026-07-11,Debit,2834.89,Utilities,New Zealand,ATM
64567,20070,2026-09-15,Debit,2650.59,Groceries,Singapore,Online
64568,20018,2026-09-06,Debit,2923.86,Healthcare,New Zealand,Branch
64569,20024,2026-02-17,Credit,4158.21,Transfer,New Zealand,Branch
64570,20214,2026-05-16,Credit,1330.32,Dining,United States,ATM
64571,20234,2026-08-21,Credit,2922.55,Salary,Australia,Mobile
64572,20187,2026-04-21,Debit,3606.75,Travel,New Zealand,ATM
64573,20257,2026-05-05,Debit,3271.81,ATM,Australia,ATM
64574,20175,2026-08-02,Debit,2573.17,Fuel,New Zealand,ATM
64575,20212,2026-01-07,Debit,3587.69,Utilities,New Zealand,POS
64576,20099,2026-03-05,Debit,988.41,ATM,Australia,POS
64577,20115,2026-07-15,Debit,4409.47,Dining,United Kingdom,Branch
64578,20196,2026-02-07,Debit,3473.03,Travel,UAE,Online
64579,20184,2026-01-27,Debit,1676.89,ATM,New Zealand,Mobile
64580,20251,2026-05-18,Debit,3800.78,Groceries,New Zealand,Mobile
64581,20037,2026-02-02,Debit,3973.58,Utilities,United States,Branch
64582,20243,2026-07-26,Credit,1470.55,Dining,New Zealand,ATM
64583,20002,2026-02-17,Debit,3273.3,Transfer,New Zealand,Mobile
